"","X.1","X","n_occurrence","latitude","longitude","city","occurrence_type","carteira","bolsa_ou_mochila","celular","documentos","notebook","tablet","mp4_ou_ipod","cartao_de_credito","outros","relogio","equipamento_de_som","tv","dvd","som","moveis","computador","estepe","bicicleta","dinheiro","date","time","suburb","nearby_location"
"5532",553,553,43054,-22.9158653,-43.0871202,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-20","10:00","São Francisco","Posto de Gasolina"
"5533",553,553,43054,-22.9158653,-43.0871202,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-20","10:00","São Francisco","Escola"
"5541",554,554,43074,-22.9190381,-43.0516422,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-09-22","23:00","Jacaré",""
"555",555,555,43108,-22.9143538,-43.0887536,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-21","18:00","São Francisco","Posto de Gasolina"
"5551",555,555,43108,-22.9143538,-43.0887536,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-21","18:00","São Francisco","Posto de Gasolina"
"5552",555,555,43108,-22.9143538,-43.0887536,"Niteroi","Roubo ",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-21","18:00","São Francisco","Escola"
"556",556,556,43120,-22.9127211,-43.0787282,"Niteroi","Roubo ",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-22","07:00","Cachoeira",""
"557",557,557,43121,-22.9046951,-43.1140874,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-22","08:00","Icaraí","Restaurante"
"5571",557,557,43121,-22.9046951,-43.1140874,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-22","08:00","Icaraí","Banco"
"5572",557,557,43121,-22.9046951,-43.1140874,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-22","08:00","Icaraí","Super Mercado"
"5573",557,557,43121,-22.9046951,-43.1140874,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-22","08:00","Icaraí","Bar"
"5574",557,557,43121,-22.9046951,-43.1140874,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-22","08:00","Icaraí","Restaurante"
"5575",557,557,43121,-22.9046951,-43.1140874,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-22","08:00","Icaraí","Restaurante"
"5576",557,557,43121,-22.9046951,-43.1140874,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-22","08:00","Icaraí","Banco"
"5577",557,557,43121,-22.9046951,-43.1140874,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-22","08:00","Icaraí","Banco"
"5578",557,557,43121,-22.9046951,-43.1140874,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-22","08:00","Icaraí","Loja de Eletronicos"
"5579",557,557,43121,-22.9046951,-43.1140874,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-22","08:00","Icaraí","Bar"
"55710",557,557,43121,-22.9046951,-43.1140874,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-22","08:00","Icaraí","Bar"
"55711",557,557,43121,-22.9046951,-43.1140874,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-22","08:00","Icaraí","Posto de Gasolina"
"55712",557,557,43121,-22.9046951,-43.1140874,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-22","08:00","Icaraí","Banco"
"55713",557,557,43121,-22.9046951,-43.1140874,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-22","08:00","Icaraí","Banco"
"55714",557,557,43121,-22.9046951,-43.1140874,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-22","08:00","Icaraí","Restaurante"
"55715",557,557,43121,-22.9046951,-43.1140874,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-22","08:00","Icaraí","Restaurante"
"55716",557,557,43121,-22.9046951,-43.1140874,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-22","08:00","Icaraí","Banco"
"55717",557,557,43121,-22.9046951,-43.1140874,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-22","08:00","Icaraí","Super Mercado"
"55718",557,557,43121,-22.9046951,-43.1140874,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-22","08:00","Icaraí","Restaurante"
"55719",557,557,43121,-22.9046951,-43.1140874,"Niteroi","Roubo ",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-22","08:00","Icaraí","Bar"
"558",558,558,43389,-22.9074969,-43.1285804,"Niteroi","Roubo ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","20:00","Boa Viagem","Bar"
"5581",558,558,43389,-22.9074969,-43.1285804,"Niteroi","Roubo ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","20:00","Boa Viagem","Ponto Turistico"
"5582",558,558,43389,-22.9074969,-43.1285804,"Niteroi","Roubo ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","20:00","Boa Viagem","Ponto Turistico"
"559",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Quiosque"
"5591",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Banco"
"5592",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Restaurante"
"5593",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Universidade"
"5594",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Restaurante"
"5595",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Loja de Eletronicos"
"5596",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Restaurante"
"5597",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Loja de Eletronicos"
"5598",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Universidade"
"5599",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Banco"
"55910",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Restaurante"
"55911",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Restaurante"
"55912",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Banco"
"55913",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Banco"
"55914",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Banco"
"55915",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Loja de Eletronicos"
"55916",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Loja de Eletronicos"
"55917",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Ponto Turistico"
"55918",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Teatro"
"55919",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Restaurante"
"55920",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Ponto Turistico"
"55921",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Bar"
"55922",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Restaurante"
"55923",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Banco"
"55924",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Banco"
"55925",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Banco"
"55926",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Banco"
"55927",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Banco"
"55928",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Banco"
"55929",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Banco"
"55930",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Banco"
"55931",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Banco"
"55932",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Banco"
"55933",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Restaurante"
"55934",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Banco"
"55935",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Restaurante"
"55936",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Banco"
"55937",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Banco"
"55938",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Banco"
"55939",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Banco"
"55940",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Bar"
"55941",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Escola"
"55942",559,559,43393,-22.8948622,-43.1221689,"Niteroi","Furto ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2014-12-28","17:30","Centro","Policia Civil"
"560",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Quiosque"
"5601",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Banco"
"5602",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Restaurante"
"5603",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Universidade"
"5604",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Restaurante"
"5605",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Loja de Eletronicos"
"5606",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Restaurante"
"5607",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Loja de Eletronicos"
"5608",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Universidade"
"5609",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Banco"
"56010",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Restaurante"
"56011",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Restaurante"
"56012",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Banco"
"56013",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Banco"
"56014",560,560,43397,-22.8932962,-43.1238048,"Niteroi","Furto ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2014-12-29","15:30","Centro","Banco"
